service,fiscal_year,year,start_year,diagnosis_category,sex,age_group,rate_per_100k,ci_low,ci_high
hospitalisation,2021-2022,2022,2021,   Trauma- and stressor-related disorders,Female,Agegroup:5–9years–Rate,2.2,,
hospitalisation,2021-2022,2022,2021,   Trauma- and stressor-related disorders,Male,Agegroup:5–9years–Rate,3.9,,
hospitalisation,2021-2022,2022,2021,   Trauma- and stressor-related disorders,Total,Agegroup:5–9years–Rate,3.0,,
hospitalisation,2021-2022,2022,2021,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–9years–Rate,2.0,,
hospitalisation,2021-2022,2022,2021,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–9years–Rate,6.4,,
hospitalisation,2021-2022,2022,2021,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–9years–Rate,4.2,,
hospitalisation,2021-2022,2022,2021,   Eating and feeding disorders,Female,Agegroup:5–9years–Rate,1.9,,
hospitalisation,2021-2022,2022,2021,   Eating and feeding disorders,Male,Agegroup:5–9years–Rate,0.8,,
hospitalisation,2021-2022,2022,2021,   Eating and feeding disorders,Total,Agegroup:5–9years–Rate,1.4,,
hospitalisation,2021-2022,2022,2021,   Tic disorders,Female,Agegroup:5–9years–Rate,0.2,,
hospitalisation,2021-2022,2022,2021,   Tic disorders,Male,Agegroup:5–9years–Rate,0.8,,
hospitalisation,2021-2022,2022,2021,   Tic disorders,Total,Agegroup:5–9years–Rate,0.5,,
hospitalisation,2021-2022,2022,2021,   ADHD,Female,Agegroup:5–9years–Rate,2.6,,
hospitalisation,2021-2022,2022,2021,   ADHD,Male,Agegroup:5–9years–Rate,9.7,,
hospitalisation,2021-2022,2022,2021,   ADHD,Total,Agegroup:5–9years–Rate,6.2,,
hospitalisation,2022-2023,2023,2022,Neurocognitive disorders,Female,Agegroup:5–9years–Rate,0.1,,
hospitalisation,2022-2023,2023,2022,Neurocognitive disorders,Male,Agegroup:5–9years–Rate,0.3,,
hospitalisation,2022-2023,2023,2022,Neurocognitive disorders,Total,Agegroup:5–9years–Rate,0.2,,
hospitalisation,2022-2023,2023,2022,Substance-related disorders,Female,Agegroup:5–9years–Rate,0.2,,
hospitalisation,2022-2023,2023,2022,Substance-related disorders,Male,Agegroup:5–9years–Rate,0.4,,
hospitalisation,2022-2023,2023,2022,Substance-related disorders,Total,Agegroup:5–9years–Rate,0.3,,
hospitalisation,2022-2023,2023,2022,Schizophrenic and psychotic disorders,Female,Agegroup:5–9years–Rate,0.1,,
hospitalisation,2022-2023,2023,2022,Schizophrenic and psychotic disorders,Male,Agegroup:5–9years–Rate,0.2,,
hospitalisation,2022-2023,2023,2022,Schizophrenic and psychotic disorders,Total,Agegroup:5–9years–Rate,0.1,,
hospitalisation,2022-2023,2023,2022,Mood disorders,Female,Agegroup:5–9years–Rate,0.4,,
hospitalisation,2022-2023,2023,2022,Mood disorders,Male,Agegroup:5–9years–Rate,1.2,,
hospitalisation,2022-2023,2023,2022,Mood disorders,Total,Agegroup:5–9years–Rate,0.8,,
hospitalisation,2022-2023,2023,2022,Anxiety disorders,Female,Agegroup:5–9years–Rate,0.7,,
hospitalisation,2022-2023,2023,2022,Anxiety disorders,Male,Agegroup:5–9years–Rate,1.3,,
hospitalisation,2022-2023,2023,2022,Anxiety disorders,Total,Agegroup:5–9years–Rate,1.0,,
hospitalisation,2022-2023,2023,2022,Personality disorders,Female,Agegroup:5–9years–Rate,0.1,,
hospitalisation,2022-2023,2023,2022,Personality disorders,Male,Agegroup:5–9years–Rate,0.3,,
hospitalisation,2022-2023,2023,2022,Personality disorders,Total,Agegroup:5–9years–Rate,0.2,,
hospitalisation,2022-2023,2023,2022,Other disorders,Female,Agegroup:5–9years–Rate,12.3,,
hospitalisation,2022-2023,2023,2022,Other disorders,Male,Agegroup:5–9years–Rate,24.9,,
hospitalisation,2022-2023,2023,2022,Other disorders,Total,Agegroup:5–9years–Rate,18.7,,
hospitalisation,2022-2023,2023,2022,   Trauma- and stressor-related disorders,Female,Agegroup:5–9years–Rate,2.3,,
hospitalisation,2022-2023,2023,2022,   Trauma- and stressor-related disorders,Male,Agegroup:5–9years–Rate,3.0,,
hospitalisation,2022-2023,2023,2022,   Trauma- and stressor-related disorders,Total,Agegroup:5–9years–Rate,2.6,,
hospitalisation,2022-2023,2023,2022,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–9years–Rate,1.8,,
hospitalisation,2022-2023,2023,2022,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–9years–Rate,5.6,,
hospitalisation,2022-2023,2023,2022,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–9years–Rate,3.7,,
hospitalisation,2022-2023,2023,2022,   Eating and feeding disorders,Female,Agegroup:5–9years–Rate,1.9,,
hospitalisation,2022-2023,2023,2022,   Eating and feeding disorders,Male,Agegroup:5–9years–Rate,1.4,,
hospitalisation,2022-2023,2023,2022,   Eating and feeding disorders,Total,Agegroup:5–9years–Rate,1.6,,
hospitalisation,2022-2023,2023,2022,   Tic disorders,Female,Agegroup:5–9years–Rate,0.0,,
hospitalisation,2022-2023,2023,2022,   Tic disorders,Male,Agegroup:5–9years–Rate,0.7,,
hospitalisation,2022-2023,2023,2022,   Tic disorders,Total,Agegroup:5–9years–Rate,0.3,,
hospitalisation,2022-2023,2023,2022,   ADHD,Female,Agegroup:5–9years–Rate,3.1,,
hospitalisation,2022-2023,2023,2022,   ADHD,Male,Agegroup:5–9years–Rate,8.8,,
hospitalisation,2022-2023,2023,2022,   ADHD,Total,Agegroup:5–9years–Rate,6.1,,
hospitalisation,2023-2024,2024,2023,Neurocognitive disorders,Female,Agegroup:5–9years–Rate,0.0,,
hospitalisation,2023-2024,2024,2023,Neurocognitive disorders,Male,Agegroup:5–9years–Rate,0.1,,
hospitalisation,2023-2024,2024,2023,Neurocognitive disorders,Total,Agegroup:5–9years–Rate,0.0,,
hospitalisation,2023-2024,2024,2023,Substance-related disorders,Female,Agegroup:5–9years–Rate,0.0,,
hospitalisation,2023-2024,2024,2023,Substance-related disorders,Male,Agegroup:5–9years–Rate,0.3,,
hospitalisation,2023-2024,2024,2023,Substance-related disorders,Total,Agegroup:5–9years–Rate,0.1,,
hospitalisation,2023-2024,2024,2023,Schizophrenic and psychotic disorders,Female,Agegroup:5–9years–Rate,0.1,,
hospitalisation,2023-2024,2024,2023,Schizophrenic and psychotic disorders,Male,Agegroup:5–9years–Rate,0.2,,
hospitalisation,2023-2024,2024,2023,Schizophrenic and psychotic disorders,Total,Agegroup:5–9years–Rate,0.1,,
hospitalisation,2023-2024,2024,2023,Mood disorders,Female,Agegroup:5–9years–Rate,0.7,,
hospitalisation,2023-2024,2024,2023,Mood disorders,Male,Agegroup:5–9years–Rate,0.7,,
hospitalisation,2023-2024,2024,2023,Mood disorders,Total,Agegroup:5–9years–Rate,0.7,,
hospitalisation,2023-2024,2024,2023,Anxiety disorders,Female,Agegroup:5–9years–Rate,1.5,,
hospitalisation,2023-2024,2024,2023,Anxiety disorders,Male,Agegroup:5–9years–Rate,2.2,,
hospitalisation,2023-2024,2024,2023,Anxiety disorders,Total,Agegroup:5–9years–Rate,1.9,,
hospitalisation,2023-2024,2024,2023,Personality disorders,Female,Agegroup:5–9years–Rate,0.4,,
hospitalisation,2023-2024,2024,2023,Personality disorders,Male,Agegroup:5–9years–Rate,0.2,,
hospitalisation,2023-2024,2024,2023,Personality disorders,Total,Agegroup:5–9years–Rate,0.3,,
hospitalisation,2023-2024,2024,2023,Other disorders,Female,Agegroup:5–9years–Rate,14.1,,
hospitalisation,2023-2024,2024,2023,Other disorders,Male,Agegroup:5–9years–Rate,26.9,,
hospitalisation,2023-2024,2024,2023,Other disorders,Total,Agegroup:5–9years–Rate,20.7,,
hospitalisation,2023-2024,2024,2023,   Trauma- and stressor-related disorders,Female,Agegroup:5–9years–Rate,1.6,,
hospitalisation,2023-2024,2024,2023,   Trauma- and stressor-related disorders,Male,Agegroup:5–9years–Rate,3.3,,
hospitalisation,2023-2024,2024,2023,   Trauma- and stressor-related disorders,Total,Agegroup:5–9years–Rate,2.5,,
hospitalisation,2023-2024,2024,2023,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–9years–Rate,1.5,,
hospitalisation,2023-2024,2024,2023,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–9years–Rate,6.0,,
hospitalisation,2023-2024,2024,2023,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–9years–Rate,3.8,,
hospitalisation,2023-2024,2024,2023,   Eating and feeding disorders,Female,Agegroup:5–9years–Rate,2.7,,
hospitalisation,2023-2024,2024,2023,   Eating and feeding disorders,Male,Agegroup:5–9years–Rate,1.1,,
hospitalisation,2023-2024,2024,2023,   Eating and feeding disorders,Total,Agegroup:5–9years–Rate,1.9,,
hospitalisation,2023-2024,2024,2023,   Tic disorders,Female,Agegroup:5–9years–Rate,0.4,,
hospitalisation,2023-2024,2024,2023,   Tic disorders,Male,Agegroup:5–9years–Rate,0.6,,
hospitalisation,2023-2024,2024,2023,   Tic disorders,Total,Agegroup:5–9years–Rate,0.5,,
hospitalisation,2023-2024,2024,2023,   ADHD,Female,Agegroup:5–9years–Rate,3.0,,
hospitalisation,2023-2024,2024,2023,   ADHD,Male,Agegroup:5–9years–Rate,9.3,,
hospitalisation,2023-2024,2024,2023,   ADHD,Total,Agegroup:5–9years–Rate,6.2,,
hospitalisation,2018-2019,2019,2018,Neurocognitive disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2018-2019,2019,2018,Neurocognitive disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2018-2019,2019,2018,Neurocognitive disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2018-2019,2019,2018,Substance-related disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2018-2019,2019,2018,Substance-related disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2018-2019,2019,2018,Substance-related disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2018-2019,2019,2018,Schizophrenic and psychotic disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2018-2019,2019,2018,Schizophrenic and psychotic disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2018-2019,2019,2018,Schizophrenic and psychotic disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2018-2019,2019,2018,Mood disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,2.0
hospitalisation,2018-2019,2019,2018,Mood disorders,Male,Agegroup:5–9years–95%CI,2.0,2.0,4.0
hospitalisation,2018-2019,2019,2018,Mood disorders,Total,Agegroup:5–9years–95%CI,2.0,2.0,3.0
hospitalisation,2018-2019,2019,2018,Anxiety disorders,Female,Agegroup:5–9years–95%CI,2.0,2.0,5.0
hospitalisation,2018-2019,2019,2018,Anxiety disorders,Male,Agegroup:5–9years–95%CI,3.0,3.0,5.0
hospitalisation,2018-2019,2019,2018,Anxiety disorders,Total,Agegroup:5–9years–95%CI,3.0,3.0,5.0
hospitalisation,2018-2019,2019,2018,Personality disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2018-2019,2019,2018,Personality disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2018-2019,2019,2018,Personality disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2018-2019,2019,2018,Other disorders,Female,Agegroup:5–9years–95%CI,16.0,16.0,22.0
hospitalisation,2018-2019,2019,2018,Other disorders,Male,Agegroup:5–9years–95%CI,41.0,41.0,50.0
hospitalisation,2018-2019,2019,2018,Other disorders,Total,Agegroup:5–9years–95%CI,30.0,30.0,35.0
hospitalisation,2018-2019,2019,2018,   Trauma- and stressor-related disorders,Female,Agegroup:5–9years–95%CI,3.0,3.0,5.0
hospitalisation,2018-2019,2019,2018,   Trauma- and stressor-related disorders,Male,Agegroup:5–9years–95%CI,6.0,6.0,9.0
hospitalisation,2018-2019,2019,2018,   Trauma- and stressor-related disorders,Total,Agegroup:5–9years–95%CI,5.0,5.0,7.0
hospitalisation,2018-2019,2019,2018,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–9years–95%CI,3.0,3.0,6.0
hospitalisation,2018-2019,2019,2018,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–9years–95%CI,10.0,10.0,14.0
hospitalisation,2018-2019,2019,2018,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–9years–95%CI,7.0,7.0,10.0
hospitalisation,2018-2019,2019,2018,   Eating and feeding disorders,Female,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2018-2019,2019,2018,   Eating and feeding disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2018-2019,2019,2018,   Eating and feeding disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2018-2019,2019,2018,   Tic disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2018-2019,2019,2018,   Tic disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2018-2019,2019,2018,   Tic disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,1.0
hospitalisation,2018-2019,2019,2018,   ADHD,Female,Agegroup:5–9years–95%CI,3.0,3.0,6.0
hospitalisation,2018-2019,2019,2018,   ADHD,Male,Agegroup:5–9years–95%CI,14.0,14.0,18.0
hospitalisation,2018-2019,2019,2018,   ADHD,Total,Agegroup:5–9years–95%CI,9.0,9.0,12.0
hospitalisation,2019-2020,2020,2019,Neurocognitive disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2019-2020,2020,2019,Neurocognitive disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2019-2020,2020,2019,Neurocognitive disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2019-2020,2020,2019,Substance-related disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2019-2020,2020,2019,Substance-related disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2019-2020,2020,2019,Substance-related disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2019-2020,2020,2019,Schizophrenic and psychotic disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2019-2020,2020,2019,Schizophrenic and psychotic disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2019-2020,2020,2019,Schizophrenic and psychotic disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2019-2020,2020,2019,Mood disorders,Female,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2019-2020,2020,2019,Mood disorders,Male,Agegroup:5–9years–95%CI,2.0,2.0,3.0
hospitalisation,2019-2020,2020,2019,Mood disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,3.0
hospitalisation,2019-2020,2020,2019,Anxiety disorders,Female,Agegroup:5–9years–95%CI,2.0,2.0,5.0
hospitalisation,2019-2020,2020,2019,Anxiety disorders,Male,Agegroup:5–9years–95%CI,2.0,2.0,5.0
hospitalisation,2019-2020,2020,2019,Anxiety disorders,Total,Agegroup:5–9years–95%CI,3.0,3.0,4.0
hospitalisation,2019-2020,2020,2019,Personality disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2019-2020,2020,2019,Personality disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2019-2020,2020,2019,Personality disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2019-2020,2020,2019,Other disorders,Female,Agegroup:5–9years–95%CI,15.0,15.0,20.0
hospitalisation,2019-2020,2020,2019,Other disorders,Male,Agegroup:5–9years–95%CI,38.0,38.0,46.0
hospitalisation,2019-2020,2020,2019,Other disorders,Total,Agegroup:5–9years–95%CI,28.0,28.0,33.0
hospitalisation,2019-2020,2020,2019,   Trauma- and stressor-related disorders,Female,Agegroup:5–9years–95%CI,2.0,2.0,5.0
hospitalisation,2019-2020,2020,2019,   Trauma- and stressor-related disorders,Male,Agegroup:5–9years–95%CI,4.0,4.0,7.0
hospitalisation,2019-2020,2020,2019,   Trauma- and stressor-related disorders,Total,Agegroup:5–9years–95%CI,4.0,4.0,6.0
hospitalisation,2019-2020,2020,2019,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–9years–95%CI,2.0,2.0,4.0
hospitalisation,2019-2020,2020,2019,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–9years–95%CI,9.0,9.0,13.0
hospitalisation,2019-2020,2020,2019,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–9years–95%CI,6.0,6.0,8.0
hospitalisation,2019-2020,2020,2019,   Eating and feeding disorders,Female,Agegroup:5–9years–95%CI,1.0,1.0,3.0
hospitalisation,2019-2020,2020,2019,   Eating and feeding disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,2.0
hospitalisation,2019-2020,2020,2019,   Eating and feeding disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2019-2020,2020,2019,   Tic disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2019-2020,2020,2019,   Tic disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2019-2020,2020,2019,   Tic disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,1.0
hospitalisation,2019-2020,2020,2019,   ADHD,Female,Agegroup:5–9years–95%CI,3.0,3.0,5.0
hospitalisation,2019-2020,2020,2019,   ADHD,Male,Agegroup:5–9years–95%CI,13.0,13.0,17.0
hospitalisation,2019-2020,2020,2019,   ADHD,Total,Agegroup:5–9years–95%CI,8.0,8.0,11.0
hospitalisation,2020-2021,2021,2020,Neurocognitive disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2020-2021,2021,2020,Neurocognitive disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2020-2021,2021,2020,Neurocognitive disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2020-2021,2021,2020,Substance-related disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2020-2021,2021,2020,Substance-related disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2020-2021,2021,2020,Substance-related disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2020-2021,2021,2020,Schizophrenic and psychotic disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2020-2021,2021,2020,Schizophrenic and psychotic disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2020-2021,2021,2020,Schizophrenic and psychotic disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2020-2021,2021,2020,Mood disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2020-2021,2021,2020,Mood disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,2.0
hospitalisation,2020-2021,2021,2020,Mood disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,1.0
hospitalisation,2020-2021,2021,2020,Anxiety disorders,Female,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2020-2021,2021,2020,Anxiety disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2020-2021,2021,2020,Anxiety disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2020-2021,2021,2020,Personality disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2020-2021,2021,2020,Personality disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2020-2021,2021,2020,Personality disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2020-2021,2021,2020,Other disorders,Female,Agegroup:5–9years–95%CI,10.0,10.0,14.0
hospitalisation,2020-2021,2021,2020,Other disorders,Male,Agegroup:5–9years–95%CI,23.0,23.0,30.0
hospitalisation,2020-2021,2021,2020,Other disorders,Total,Agegroup:5–9years–95%CI,17.0,17.0,21.0
hospitalisation,2020-2021,2021,2020,   Trauma- and stressor-related disorders,Female,Agegroup:5–9years–95%CI,2.0,2.0,3.0
hospitalisation,2020-2021,2021,2020,   Trauma- and stressor-related disorders,Male,Agegroup:5–9years–95%CI,2.0,2.0,4.0
hospitalisation,2020-2021,2021,2020,   Trauma- and stressor-related disorders,Total,Agegroup:5–9years–95%CI,2.0,2.0,3.0
hospitalisation,2020-2021,2021,2020,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–9years–95%CI,1.0,1.0,3.0
hospitalisation,2020-2021,2021,2020,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–9years–95%CI,6.0,6.0,10.0
hospitalisation,2020-2021,2021,2020,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–9years–95%CI,4.0,4.0,6.0
hospitalisation,2020-2021,2021,2020,   Eating and feeding disorders,Female,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2020-2021,2021,2020,   Eating and feeding disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2020-2021,2021,2020,   Eating and feeding disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2020-2021,2021,2020,   Tic disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2020-2021,2021,2020,   Tic disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,2.0
hospitalisation,2020-2021,2021,2020,   Tic disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2020-2021,2021,2020,   ADHD,Female,Agegroup:5–9years–95%CI,1.0,1.0,3.0
hospitalisation,2020-2021,2021,2020,   ADHD,Male,Agegroup:5–9years–95%CI,7.0,7.0,11.0
hospitalisation,2020-2021,2021,2020,   ADHD,Total,Agegroup:5–9years–95%CI,5.0,5.0,7.0
hospitalisation,2021-2022,2022,2021,Neurocognitive disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2021-2022,2022,2021,Neurocognitive disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2021-2022,2022,2021,Neurocognitive disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2021-2022,2022,2021,Substance-related disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2021-2022,2022,2021,Substance-related disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2021-2022,2022,2021,Substance-related disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2021-2022,2022,2021,Schizophrenic and psychotic disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2021-2022,2022,2021,Schizophrenic and psychotic disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2021-2022,2022,2021,Schizophrenic and psychotic disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2021-2022,2022,2021,Mood disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2021-2022,2022,2021,Mood disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2021-2022,2022,2021,Mood disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2021-2022,2022,2021,Anxiety disorders,Female,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2021-2022,2022,2021,Anxiety disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2021-2022,2022,2021,Anxiety disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2021-2022,2022,2021,Personality disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2021-2022,2022,2021,Personality disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2021-2022,2022,2021,Personality disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2021-2022,2022,2021,Other disorders,Female,Agegroup:5–9years–95%CI,10.0,10.0,15.0
hospitalisation,2021-2022,2022,2021,Other disorders,Male,Agegroup:5–9years–95%CI,25.0,25.0,31.0
hospitalisation,2021-2022,2022,2021,Other disorders,Total,Agegroup:5–9years–95%CI,18.0,18.0,22.0
hospitalisation,2021-2022,2022,2021,   Trauma- and stressor-related disorders,Female,Agegroup:5–9years–95%CI,1.0,1.0,3.0
hospitalisation,2021-2022,2022,2021,   Trauma- and stressor-related disorders,Male,Agegroup:5–9years–95%CI,3.0,3.0,5.0
hospitalisation,2021-2022,2022,2021,   Trauma- and stressor-related disorders,Total,Agegroup:5–9years–95%CI,2.0,2.0,4.0
hospitalisation,2021-2022,2022,2021,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–9years–95%CI,1.0,1.0,3.0
hospitalisation,2021-2022,2022,2021,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–9years–95%CI,5.0,5.0,8.0
hospitalisation,2021-2022,2022,2021,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–9years–95%CI,3.0,3.0,5.0
hospitalisation,2021-2022,2022,2021,   Eating and feeding disorders,Female,Agegroup:5–9years–95%CI,1.0,1.0,3.0
hospitalisation,2021-2022,2022,2021,   Eating and feeding disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2021-2022,2022,2021,   Eating and feeding disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,2.0
hospitalisation,2021-2022,2022,2021,   Tic disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2021-2022,2022,2021,   Tic disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2021-2022,2022,2021,   Tic disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2021-2022,2022,2021,   ADHD,Female,Agegroup:5–9years–95%CI,2.0,2.0,4.0
hospitalisation,2021-2022,2022,2021,   ADHD,Male,Agegroup:5–9years–95%CI,8.0,8.0,12.0
hospitalisation,2021-2022,2022,2021,   ADHD,Total,Agegroup:5–9years–95%CI,5.0,5.0,7.0
hospitalisation,2022-2023,2023,2022,Neurocognitive disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2022-2023,2023,2022,Neurocognitive disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2022-2023,2023,2022,Neurocognitive disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2022-2023,2023,2022,Substance-related disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2022-2023,2023,2022,Substance-related disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2022-2023,2023,2022,Substance-related disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,1.0
hospitalisation,2022-2023,2023,2022,Schizophrenic and psychotic disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,0.0
hospitalisation,2022-2023,2023,2022,Schizophrenic and psychotic disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,0.0
